tracker_uuid,exchange_uuid,start_time,original_utterance,asr_truth,duration,responses
CN-86a58bf5-b35e-45fc-93c8-96ff1dfef1a5,77688856-d867-4806-963d-05ac76bba3dc,2021-06-18 13:02:56.538830+00:00,red,,0.9,"""""""""""""""[('utter_variation_add', """"""""I've added #8 Carne Adovada Burrito with Red Sauce!""""""""), ('utter_anything_else', 'What else would you like to add today?')]"""""""""""""""
CN-8217c9bd-7d94-4bd3-ba09-9cc3b726eb85,b1a976f1-6cc0-4bc1-a859-66ed8576faea,2021-06-06 22:33:32.525996+00:00,regular,,1.9,"[('utter_variation_add', 'OK, I added Regular Lottaburrger.'), ('utter_ask_recommendation_combo', 'Do you want to make that a meal?')]"
CN-0e3ef0b1-f609-4cf0-a8b4-287b712acb91,6151a3c1-4bd7-48b0-8fa7-6e53df3b7c80,2021-06-12 00:21:57.185080+00:00,a lot of combo,a lota combo,1.1,"[('utter_combo_dishes', 'The Lottaburrger Meal has Side, Drink and Lottaburrger'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-cf425a0c-4689-43ba-92b1-2e295d2601fe,e88e86cd-358b-4519-a30f-eb457775e847,2021-06-06 23:49:07.890810+00:00,a lot of time,lota combo ,0.9,"[('utter_default', 'Could you say that again, please?')]"
CN-b7521295-45bb-4c2f-9315-a79883041e11,4f597c1c-a0ac-4172-b142-5fc163c44b4d,2021-06-02 16:03:21.788203+00:00,large,,0.7,"[('utter_variation_add', 'OK, I just added Large Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-cc1d0514-dd52-4a10-9b5a-08b6cb7b03fa,aaeeb173-f5df-49bb-97a7-a951717b3dae,2021-06-19 01:54:07.029289+00:00,regular,,1.1,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Lottaburrger!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"""""""""""""""
CN-0d998ee8-248e-467e-bf7d-8e111b46a4a7,ccc14fb9-bf2c-42fc-a40c-c242f44a2a1e,2021-06-22 22:07:29.438065+00:00,can i get three orders of the burger green chili, can i get three orders of your itsa burger green chili,4.7,"[('utter_disambiguate', 'In Burgers, which one would you like? Itsaburrger or Lottaburrger')]"
CN-e41935ae-2880-4c7b-900b-d012688fb13b,646160ca-6cf5-45a6-a19d-4d495ab32a8d,2021-06-12 18:20:28.844007+00:00,double meat not a combo with double cheese mustard and pickles only,double meat lota combo with double cheese mustard and pickles only,4.7,"[('utter_ask_order', 'Please tell me what can I get for you today?')]"
CN-5c4926ea-fc46-4d57-839b-b7052146d85f,cc99a0cb-9f72-4863-a8d1-8398402be1e4,2021-06-11 20:45:08.963324+00:00,do large iced teas,two large iced tea,3.4,"[('utter_variation_add', 'Sure, I added Large Iced Tea.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-2368e3ce-363c-4d8d-81af-0277000c1807,d02af267-79e8-4fcb-adfd-e4d21373dad4,2021-06-02 17:11:37.570936+00:00,there should be two ordered two lotto combos not three,there should be two ordered two lota combos not three,7.6,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-5941df27-986b-47df-ba78-b445de6a5eae,7d8ad99e-859b-44c9-a773-8a8add4b4287,2021-06-20 16:08:38.554018+00:00,christmas,,1.4,"[('utter_variation_add', 'OK, I just added #1 Bacon Burrito with Christmas Sauce.'), ('utter_ask_limited', 'What Sauce do you want for the 2nd #1 Bacon Burrito?')]"
CN-dfc4d950-d371-4ef2-804a-32d7ebe1ccb3,b7a0c485-c90b-4eb7-809c-f9d86eefc0f4,2021-06-18 22:44:49.529689+00:00,a lot of burger combo,,1.6,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-b9552e6e-0e18-4c36-8655-311782389005,e717e8d9-0a21-4c27-ba5d-b0d9bf03cdc3,2021-06-15 18:25:53.536413+00:00,regular,regular give me a fucking person ,0.8,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-4804586e-7aba-4ab4-a2e2-9928bab9d051,4c513fbc-a229-46f1-bd90-d1a643686d97,2021-06-06 22:39:11.060042+00:00,yes please in green chili,i green chili yes cheese and green chili ,5.7,"[('utter_edited_dish_item', 'OK, I just updated your Lottaburrger with green chili.'), ('utter_disambiguate_without_options', 'What Side would you like?')]"
CN-098c0ff4-05d0-4bf5-85aa-07f66a30ae6e,175eb424-5695-43ec-a42a-50f041d592a6,2021-06-09 01:48:17.878578+00:00,green chili,,0.9,"[('utter_edited_dish_item', 'OK, I updated your Chili Cheese Dog with green chili.'), ('utter_anything_else', 'What else would you like to add today?')]"
CN-6cde321c-80d5-439c-bee0-9d6437d58889,3d0460b4-8c0c-4b58-bdc0-426565a43428,2021-06-20 21:41:04.324199+00:00,a number one with green chili,,2.3,"""""""""""""""[('utter_variation_add', """"""""I've added #1 Bacon Burrito with Green Sauce!""""""""), ('utter_anything_else_with_recommendation', 'What else can I add for you today, coffee goes well with your order')]"""""""""""""""
CN-8e02a8f1-102a-424b-a067-0662bc0e2953,8b4cc65b-05f4-4c6f-9d1c-52b9b06cc7e8,2021-06-21 18:40:44.035583+00:00,two orders of the nm style butter burger,two orders of the nm style lota burger,6.8,"[('utter_disambiguate', 'In Burgers, which one would you like? Itsaburrger or Lottaburrger')]"
CN-bb380aac-0b3d-4553-bd04-b6c07681d57b,f7f4a9b2-e0dc-4269-af03-0839ca08dd04,2021-06-21 17:25:29.615940+00:00,large easy ice,,3.4,"""""""""""""""[('utter_option_not_available_with_available_options', """"""""Sorry, in Root Beer we don't have easy large, we only have Large or Medium""""""""), ('utter_ask_with_variation', 'What Sizes for your Root Beer, Large or Medium?')]"""""""""""""""
CN-5592792e-5f09-4436-86e7-4a1b4505ef6b,c0cd5908-c20b-4b65-80bc-75689d4bb079,2021-06-15 17:28:34.678584+00:00,lemonade,,1.1,"[('utter_ask_with_variation', 'For your Lemonade what Sizes do you want Large or Medium')]"
CN-4b7efce3-3343-4099-ab90-46d5961bb0c6,691474d9-ccc2-4dc9-97ad-635317c411ff,2021-06-10 21:32:23.740642+00:00,yes change the lemonade,,2.4,"[('utter_system_handover', 'One moment, please, while I get you to our team member.')]"
CN-4b7efce3-3343-4099-ab90-46d5961bb0c6,691474d9-ccc2-4dc9-97ad-635317c411ff,2021-06-10 21:32:23.740642+00:00,yes change the lemonade,,2.4,"[('utter_system_handover', 'One moment, please, while I get you to our team member.')]"
CN-98fad64d-c2d9-431c-beed-237c36f2b0c4,c428e5e6-7e83-4496-b318-e4cb6a472729,2021-06-15 14:33:27.338103+00:00,no sausage,no sauce,0.8,"""""""""""""""[('utter_delete_item_notexist', """"""""You haven't selected sausage to delete it.""""""""), ('utter_ask_limited', 'What Sauce do you want for the #1 Bacon Burrito?')]"""""""""""""""
CN-27fadb00-1c46-480f-9422-93d4f658f816,6dc67342-2626-4441-b8fe-e657839f6e47,2021-06-11 23:04:25.454096+00:00,no no bacon,,1.5,"""""""""""""""[('utter_delete_item_notexist', """"""""You haven't selected bacon to delete it.""""""""), ('utter_ask_with_variation', 'For your 2nd Lottaburrger what Patty, Double Meat or Regular')]"""""""""""""""
CN-4b5f12a8-7026-4190-9d07-a56d66a6c907,e327b0d4-1ee5-4dcf-a980-5138bf8aa87f,2021-06-19 16:48:48.566633+00:00,christmas,,0.8,"""""""""""""""[('utter_variation_add', """"""""I've added #2 Sausage Burrito  with Christmas Sauce, with Bacon and Sausage!""""""""), ('utter_anything_else', 'What else can I get for you?')]"""""""""""""""
CN-a5308af6-fa48-4a60-a72b-e7fecc6945cd,c66ee328-f044-434e-bdd0-bb719b2e8408,2021-06-21 20:15:12.311735+00:00,on that first lotaburger is a cheese on that one,on that first lotaburger is it cheese on that one,3.1,"[('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-1e913413-ed96-44ff-a2d6-2d6ad8b99cc6,896d5ede-4047-4c0b-8773-1b456ccddef2,2021-06-02 16:45:36.653120+00:00,can i get a number to burrito with three on the side,and can i get a number 2 burrito with chili on the side,7.2,"[('utter_ask_limited', 'What Sauce for the #2 Sausage Burrito ?')]"
CN-4b5f12a8-7026-4190-9d07-a56d66a6c907,2b0d1096-8def-4dce-a605-2166fb70b14b,2021-06-19 16:48:40.161855+00:00,sausage and bacon,,1.1,"[('utter_ask_limited', 'What Sauce for the #2 Sausage Burrito ?')]"
CN-abe73647-f6ed-46ae-8c17-33481783e00b,d3ea8479-771e-45f2-a8b4-372476b88354,2021-06-23 23:43:42.763192+00:00,cheese,,1.2,"[('utter_edited_dish_item', 'Sure I have revised Lottaburrger with cheese in your order.'), ('utter_anything_else', 'What else would you like to add today?')]"
CN-55f13694-bde0-4704-b173-f256f88a45bd,fdf727ab-6868-45e3-8b03-60ea01f9a14d,2021-06-13 22:47:54.474334+00:00,lotaburger,,0.9,"[('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-afb12c80-4597-4299-b5d7-ba98836e50ed,fcc379db-2da2-4b23-9297-96095b5f6936,2021-06-18 19:55:35.611592+00:00,regular,,1.2,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Lottaburrger!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"""""""""""""""
CN-1644b06a-5c25-4817-b9cf-ee9677bedee0,2b5656bb-6a41-4791-9480-38b8b06ee2ee,2021-06-05 20:08:28.024317+00:00,or onion rings,order onion rings,1.7,"""""""""""""""[('utter_variation_add', """"""""I've added Onion Rings!""""""""), ('utter_anything_else', 'What else would you like to add today?')]"""""""""""""""
CN-36d64bf7-bd5b-4892-b5c7-caf6bbc9fc21,4bd2ded0-a436-43c6-8572-72b4aa1a8328,2021-06-11 00:07:25.713241+00:00,chicken tender meal,,1.3,"[('utter_system_handover', 'Please wait, I am connecting you to our team member.')]"
CN-36d64bf7-bd5b-4892-b5c7-caf6bbc9fc21,4bd2ded0-a436-43c6-8572-72b4aa1a8328,2021-06-11 00:07:25.713241+00:00,chicken tender meal,,1.3,"[('utter_system_handover', 'Please wait, I am connecting you to our team member.')]"
CN-945f308b-ab99-425d-999e-954e5d787370,d20dfce2-cce1-477b-968e-d1c9a8b8729a,2021-06-08 21:35:50.519618+00:00,and its a combo,an its a combo,1.4,"[('utter_combo_dishes', 'The Itsaburrger Meal has Itsaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your itsaburrger, regular or double meat?')]"
CN-792c0e50-40f1-4c5c-b7e5-845560ac20b4,50c612e1-6887-4831-a48e-157a3fd9562d,2021-06-06 19:39:23.402077+00:00,large seasoned fries,,1.6,"""""""""""""""[('utter_option_not_available', """"""""Sorry, in Large Season Fries we don't have Ranch""""""""), ('utter_variation_add', """"""""I've added Large Season Fries!""""""""), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Bottle Water, Chocolate Milk, Coffee Diet Dr. Pepper or say more to hear more options.')]"""""""""""""""
CN-6c013f28-1d02-45e2-b5cc-304cd69824c6,4b81138b-c40f-40d2-b44c-c8fc7638a4d1,2021-06-18 20:37:08.387912+00:00,green chili,,1,"[('utter_edited_dish_item', 'Sure I have revised Lottaburrger with green chili in your order.'), ('utter_disambiguate_without_options', 'What Side do you want?')]"
CN-9ad23c60-8d47-4195-9b79-35c6ce18390a,4b34b40c-18b2-4d6d-b1b5-f5d89f7c0818,2021-06-11 22:36:52.526290+00:00,add mayo,,1.9,"[('utter_edited_dish_item', 'OK, I just updated your Lottaburrger with mayo.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-3cfa7d8b-31e8-4976-8e4d-c76c05c8611a,703e9324-b490-4984-832a-0f78bd38dc79,2021-06-04 21:11:45.083450+00:00,double meat,,1,"""""""""""""""[('utter_variation_add', """"""""I've added Double Meat Lottaburrger!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Double Meat Lottaburrger?')]"""""""""""""""
CN-8c0ca104-e9c9-4781-b2c2-fccee66632b7,5a18b7aa-4dad-41d5-8b22-724eefd317d6,2021-06-12 21:20:12.095044+00:00,i like to have one large combo,i like to have one lota combo,3.5,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-21d7daee-1366-4815-9d0f-f1f16034801e,0d24583c-a72f-4551-b88c-1243ca204fb9,2021-06-20 16:10:36.058905+00:00,red swiss cheese,red with cheese,2.9,"[('utter_variation_add', 'OK, I just added #1 Bacon Burrito with Red Sauce and with Cheese.'), ('utter_ask_limited', 'What Sauce do you want for the 3rd #1 Bacon Burrito?')]"
CN-880133db-af5f-4a0d-92d2-d70485fe7709,3b352048-c4ba-4a39-b0ce-80ef9f83834c,2021-06-15 22:56:57.881300+00:00,its a burger combo,,1.1,"[('utter_combo_dishes', 'The Itsaburrger Meal has Itsaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your itsaburrger, regular or double meat?')]"
CN-6b9ff968-bd65-46ff-83b3-3a660419128e,95358daa-18d2-4b02-87cd-3c5b3c0b71b4,2021-06-06 23:58:17.501517+00:00,can i make my lotaburger combo well done with the veggies on the side,,5.2,"[('utter_system_handover', 'Hang on, please, while I get you to our team member.')]"
CN-f39ecdcd-cb16-466e-8801-af9d9c377505,96f92f5e-2317-4c28-b542-4b1e486a033d,2021-06-02 01:20:24.177369+00:00,large,,0.9,"[('utter_variation_add', 'OK, I just added Large Season Fries.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-7bd86dfe-4727-4228-8a6a-8af5ea1eeab3,508c6ed7-ff54-41cc-98aa-ee879a36c068,2021-06-18 23:59:17.099646+00:00,lotaburger,,1.7,"[('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-287f2c14-b23c-4716-8c23-4ce15f7ee388,da396572-eb28-4241-b83e-6e6cdefd38a1,2021-06-12 21:27:42.045071+00:00,a chocolate shake,,1.2,"[('utter_variation_add', 'Sure, I added Shake with Chocolate Syrup.'), ('utter_anything_else', 'What else would you like to add today?')]"
CN-5f2bfbc9-a0b2-4d22-a913-1d24c939e018,6e3001dd-01ff-4b6e-9d0f-99bb4f436d16,2021-06-07 21:53:28.333025+00:00,smart,large,0.7,"""""""""""""""[('utter_default', """"""""Let's try that one more time, please?"""""""")]"""""""""""""""
CN-b7002746-71ac-419e-871d-3dc49dd67833,b7fb0afd-3f22-458a-9720-b03c8e3cd181,2021-06-08 17:56:19.386143+00:00,pepsi,,0.6,"[('utter_ask_with_variation', 'For your Pepsi what Sizes, Large or Medium')]"
CN-7468fac0-11a1-4dd0-9430-1ef38e4b821e,eb5866d2-065e-450e-a3ed-f714b5185e6d,2021-06-19 21:39:47.870418+00:00,large fries,,1.3,"[('utter_variation_add', 'OK, I just added Large Fries.'), ('utter_variation_add', 'OK, I just added Lottaburrger Meal with Regular Lottaburrger, Large Fries and Large Pepsi.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-2368e3ce-363c-4d8d-81af-0277000c1807,031a28ad-f596-42e3-80bf-eca73919265a,2021-06-02 17:09:48.601567+00:00,regular,,0.9,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-695a2d18-1d1c-494a-9118-8708d9fe372d,cf2c5e78-7364-475d-8660-82fec31dcbf3,2021-06-02 17:53:30.734455+00:00,large,,1,"[('utter_variation_add', 'OK, I added Large Dr. Pepper.'), ('utter_variation_add', 'OK, I added Lottaburrger Meal with Double Meat Lottaburrger with Bacon and Cheese, Large Season Fries and Large Dr. Pepper.'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"
CN-84647633-ba3d-4338-9179-2e78cba8f44a,b472e520-97ff-43a3-9497-d3fcf2e49d01,2021-06-04 17:41:11.122587+00:00,another lotaburger combo,,2.5,"[('utter_system_handover', 'Hang on, please, while I get you to our team member.')]"
CN-1fccbafd-1fa2-4890-98ce-be97ab9bcdae,ea689e22-5774-43c1-8319-6bb3f8a1fcd9,2021-06-01 14:10:58.560418+00:00,dr pepper diet doctor pepper,diet doctor pepper diet doctor pepper,4.1,"""""""""""""""[('utter_variation_add', """"""""I've added Large Dr. Pepper and Large Diet Dr. Pepper!""""""""), ('utter_anything_else', 'What else do you want to add?')]"""""""""""""""
CN-7ca9a2ec-a801-4252-b40a-4e0a6c58523f,0176e816-2155-4fb9-b963-ee801e85ad7b,2021-06-21 02:23:41.680133+00:00,cheese bacon,,2.1,"[('utter_edited_dish_item', 'I just modified your Lottaburrger with cheese and bacon.'), ('utter_disambiguate_without_options', 'What Side do you want?')]"
CN-e94b59f2-420e-4bb2-9432-b75e0faacd4c,559635bf-9bc9-4de2-a557-96b179923375,2021-06-12 19:24:40.777882+00:00,what does anybody want,,1.1,"[('utter_summary', 'I have Double Meat Lottaburrger with Bacon'), ('utter_ask_combo_with_name', 'Do you want to convert it into a Lottaburrger Meal')]"
CN-f3efd72c-1a8c-4939-9874-6a72d4ed00f5,88166c7b-818d-4955-ab41-e1206c6638f9,2021-06-19 19:02:40.758450+00:00,green,,2.3,"[('utter_variation_add', 'OK, I just added #1 Bacon Burrito with Green Sauce.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-e77c0cc7-a3df-4299-8f4a-4fd8c931491a,df2c49fa-e15f-4d05-8951-d52b066662f4,2021-06-07 00:29:35.955524+00:00,large large regular,,4.2,"""""""""""""""[('utter_option_not_available', """"""""Sorry, in Large Fries we don't have regular""""""""), ('utter_variation_add', 'OK, I just added Large Fries.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"""""""""""""""
CN-dca508f6-67ed-486a-94fb-855b3ab2490b,9728a38b-da6f-4406-a309-a9cd7b2d04cc,2021-06-13 15:15:08.462878+00:00,green,,1.5,"[('utter_variation_add', 'Sure, I added #1 Bacon Burrito with Green Sauce and with Bacon.'), ('utter_disambiguate_with_more', 'For the Breakfast which would you like? #1 Bacon Burrito, #2 Sausage Burrito , #3 Classic Burrito With Beans #4 Classic Burrito or say more to hear more options.')]"
CN-f324a4d1-af3d-4839-9df5-0711a4d8a6b6,9e244139-08fc-468f-a6ee-937aece3328e,2021-06-17 16:05:13.681727+00:00,regular,,0.9,"[('utter_variation_add', 'OK, I added Regular Lottaburrger with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Lottaburrger?')]"
CN-eea93e9b-13eb-47ff-8ad9-f21ca1f452f7,c97cf874-7fae-4db0-8409-b3ca9bdc867a,2021-06-20 17:52:13.411597+00:00,medium,,1.3,"""""""""""""""[('utter_variation_add', 'OK, I just added Medium Dr. Pepper.'), ('utter_variation_add', """"""""I've added Lottaburrger Meal with Regular Lottaburrger with Cheese and Chopped Green Chile, Medium Fries and Medium Dr. Pepper!""""""""), ('utter_anything_else_with_recommendation', 'What else can I add for you today, pepsi goes well with your order')]"""""""""""""""
CN-c86f797b-40db-4d48-9154-4cf6d8960587,37fb211e-912a-4c08-903f-05ea44d4ddf1,2021-06-05 23:23:16.431100+00:00,double meat,,1.8,"[('utter_variation_add', 'OK, I added Double Meat Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Double Meat Lottaburrger?')]"
